session_id,user_id,restaurant_id,start_time,meal_period,zone,dietary_toggle,order_completed,final_order_value,num_cart_items
S008593,U04321,R0038,2025-12-02T16:54:01.600543,late_night,East,none,False,0,6
S008594,U03926,R0063,2025-12-12T09:47:19.535902,breakfast,Central,none,True,174,1
S008595,U02583,R0053,2025-12-26T11:52:46.034142,lunch,South,none,True,594,5
S008596,U02879,R0024,2025-12-04T23:28:38.211556,late_night,North,none,True,1048,4
S008597,U04972,R0094,2025-12-13T09:32:02.571737,breakfast,Central,veg,True,271,4
S008598,U04592,R0026,2025-12-22T17:26:04.059305,late_night,East,none,True,453,4
S008599,U04022,R0041,2025-12-17T21:38:28.121033,dinner,Central,none,True,608,6
S008600,U03827,R0030,2026-01-01T19:33:49.787976,dinner,East,none,True,797,4
S008601,U01285,R0054,2026-01-03T13:57:43.802250,lunch,South,none,True,252,3
S008602,U02516,R0021,2025-12-26T00:01:11.359886,late_night,West,veg,True,1013,4
S008603,U03569,R0075,2026-01-03T03:37:21.837703,late_night,South,none,True,319,1
S008604,U03401,R0099,2025-12-13T13:14:38.329117,lunch,West,none,False,0,1
S008605,U03688,R0044,2025-12-15T17:35:42.470918,late_night,Central,none,True,901,4
S008606,U01735,R0005,2025-12-06T00:13:33.773318,late_night,North,none,True,249,1
S008607,U00713,R0033,2025-12-05T01:07:58.285533,late_night,North,none,True,507,3
S008608,U01090,R0036,2025-12-27T22:37:22.016685,dinner,Central,veg,True,382,6
S008609,U02788,R0023,2025-12-03T11:40:37.383331,lunch,West,none,True,166,1
S008610,U03980,R0091,2025-12-10T05:24:12.089321,late_night,Central,veg,True,243,1
S008611,U02194,R0031,2025-12-20T19:00:49.387158,dinner,East,none,True,152,4
S008612,U02316,R0003,2025-12-10T23:25:51.432788,late_night,East,none,False,0,2
S008613,U03750,R0006,2025-12-28T11:16:04.923189,lunch,West,none,True,750,6
S008614,U03327,R0019,2025-12-16T06:09:19.882093,late_night,East,veg,False,0,2
S008615,U03976,R0052,2025-12-19T13:05:07.036793,lunch,Central,none,True,130,3
S008616,U03572,R0034,2025-12-16T14:28:18.179016,lunch,West,none,True,431,3
S008617,U03939,R0086,2025-12-23T03:23:29.169101,late_night,West,none,True,143,2
S008618,U02520,R0067,2025-12-02T00:49:45.563167,late_night,South,none,True,1032,4
S008619,U03558,R0003,2025-12-25T03:45:14.816340,late_night,East,none,False,0,4
S008620,U02584,R0074,2025-12-21T06:48:32.131089,late_night,Central,none,True,208,4
S008621,U02056,R0016,2025-12-14T16:09:58.459615,late_night,East,none,False,0,1
S008622,U01880,R0011,2025-12-31T05:14:12.961714,late_night,East,none,False,0,2
S008623,U00192,R0052,2025-12-14T10:13:25.514384,breakfast,Central,veg,True,346,5
S008624,U03292,R0051,2025-12-20T09:19:19.955722,breakfast,South,none,True,736,3
S008625,U00364,R0098,2025-12-03T11:44:45.791799,lunch,East,none,True,117,1
S008626,U01258,R0097,2025-12-07T05:06:09.088237,late_night,East,veg,False,0,2
S008627,U04064,R0021,2025-12-09T19:37:29.438690,dinner,West,veg,True,564,3
S008628,U02488,R0053,2026-01-03T17:16:08.988601,late_night,South,veg,True,139,1
S008629,U00964,R0035,2025-12-07T09:37:18.162646,breakfast,East,none,False,0,4
S008630,U02906,R0060,2025-12-07T21:50:06.865496,dinner,West,none,True,341,4
S008631,U00053,R0077,2025-12-14T11:47:04.258384,lunch,West,veg,False,0,3
S008632,U04850,R0007,2026-01-01T22:57:33.495914,dinner,Central,none,True,450,4
S008633,U00624,R0085,2025-12-13T14:28:02.246280,lunch,Central,none,False,0,1
S008634,U02134,R0068,2025-12-05T08:28:24.141115,breakfast,South,none,True,454,2
S008635,U00117,R0073,2025-12-22T17:51:02.350588,late_night,West,none,True,961,7
S008636,U04543,R0014,2025-12-18T22:51:29.052503,dinner,Central,none,True,1020,7
S008637,U00480,R0055,2025-12-07T00:41:11.443730,late_night,North,none,True,352,1
S008638,U02775,R0099,2026-01-01T02:40:17.490124,late_night,West,none,True,245,3
S008639,U02986,R0088,2025-12-25T02:37:14.250633,late_night,East,none,True,473,4
S008640,U00011,R0027,2025-12-16T07:32:45.944533,breakfast,South,none,True,472,4
S008641,U03271,R0028,2025-12-24T16:59:33.302993,late_night,East,non-veg,True,299,2
S008642,U01206,R0056,2026-01-04T09:38:43.681223,breakfast,West,none,False,0,2
S008643,U01406,R0023,2025-12-26T21:29:36.513905,dinner,West,none,True,479,4
S008644,U03890,R0066,2025-12-28T21:54:02.271108,dinner,Central,none,True,826,4
S008645,U00178,R0043,2025-12-28T16:49:40.901129,late_night,West,none,True,820,6
S008646,U02408,R0027,2025-12-07T12:27:29.465376,lunch,South,none,True,696,5
S008647,U01262,R0024,2025-12-09T17:12:43.889847,late_night,North,none,True,252,1
S008648,U03436,R0002,2025-12-29T06:28:58.312342,late_night,East,none,True,242,2
S008649,U01298,R0084,2026-01-04T21:48:13.453849,dinner,East,non-veg,True,746,4
S008650,U04589,R0057,2026-01-03T00:10:15.554552,late_night,South,none,False,0,2
S008651,U03188,R0090,2025-12-31T07:29:02.009824,breakfast,West,none,False,0,3
S008652,U01494,R0062,2025-12-07T11:42:57.337866,lunch,Central,none,False,0,3
S008653,U00456,R0040,2025-12-14T12:44:20.994553,lunch,West,none,True,372,2
S008654,U04233,R0052,2025-12-23T08:10:23.811580,breakfast,Central,none,True,172,2
S008655,U03703,R0054,2025-12-22T18:53:37.474845,late_night,South,none,True,350,4
S008656,U04875,R0037,2026-01-04T18:09:00.084150,late_night,Central,none,True,308,2
S008657,U02921,R0044,2025-12-03T01:45:39.550163,late_night,Central,none,True,1632,7
S008658,U03960,R0090,2026-01-04T08:14:34.367474,breakfast,West,none,True,643,6
S008659,U00446,R0037,2025-12-13T10:43:49.563082,breakfast,Central,veg,True,159,1
S008660,U01751,R0097,2025-12-13T22:19:07.613865,dinner,East,none,True,453,2
S008661,U00150,R0076,2025-12-31T15:40:43.839280,late_night,West,none,True,741,4
S008662,U00534,R0004,2025-12-12T00:18:21.208865,late_night,North,none,True,846,3
S008663,U02690,R0070,2025-12-28T07:54:06.702883,breakfast,East,none,False,0,6
S008664,U02505,R0006,2025-12-29T23:00:59.413600,late_night,West,none,False,0,4
S008665,U00184,R0053,2025-12-02T17:06:10.047328,late_night,South,none,True,476,6
S008666,U03688,R0040,2026-01-03T16:45:02.040318,late_night,West,none,True,1032,6
S008667,U00869,R0059,2025-12-04T13:09:03.774478,lunch,North,none,True,326,2
S008668,U04299,R0050,2025-12-13T15:00:46.648560,late_night,South,none,True,334,2
S008669,U04057,R0072,2025-12-17T05:27:48.691365,late_night,East,none,True,228,1
S008670,U02607,R0087,2026-01-01T08:53:56.129460,breakfast,West,veg,False,0,2
S008671,U01075,R0030,2025-12-26T18:11:38.193460,late_night,East,non-veg,True,628,3
S008672,U00186,R0094,2025-12-11T01:16:12.813235,late_night,Central,none,True,751,3
S008673,U04398,R0064,2025-12-31T22:08:03.209893,dinner,North,veg,True,118,1
S008674,U02239,R0013,2025-12-05T06:03:33.127083,late_night,Central,none,True,518,3
S008675,U02590,R0077,2025-12-07T17:21:42.939975,late_night,West,none,True,269,2
S008676,U03030,R0004,2025-12-23T20:20:56.084478,dinner,North,none,False,0,1
S008677,U03718,R0043,2025-12-18T08:10:02.375317,breakfast,West,none,True,564,3
S008678,U04030,R0051,2025-12-06T05:48:56.745254,late_night,South,none,True,1040,3
S008679,U02120,R0040,2025-12-09T01:33:08.782494,late_night,West,none,True,819,4
S008680,U04735,R0081,2025-12-26T13:42:14.374854,lunch,North,none,True,383,4
S008681,U02029,R0026,2025-12-22T05:34:46.901536,late_night,East,none,False,0,4
S008682,U00786,R0039,2025-12-24T06:30:28.136193,late_night,Central,none,True,217,4
S008683,U04546,R0016,2025-12-25T05:57:01.126660,late_night,East,veg,True,769,5
S008684,U04671,R0058,2025-12-15T08:11:34.707807,breakfast,Central,none,True,312,1
S008685,U02545,R0021,2025-12-31T11:04:19.855496,lunch,West,none,True,1262,6
S008686,U02257,R0082,2026-01-02T06:57:52.232721,late_night,East,none,True,1502,5
S008687,U00506,R0056,2025-12-14T13:16:39.201102,lunch,West,veg,True,281,2
S008688,U01602,R0052,2025-12-28T10:03:58.697322,breakfast,Central,none,True,292,2
S008689,U02997,R0054,2025-12-17T15:12:46.015960,late_night,South,none,True,566,6
S008690,U02649,R0036,2025-12-15T01:00:53.730737,late_night,Central,none,False,0,2
S008691,U04840,R0010,2026-01-04T02:00:51.124546,late_night,West,none,True,655,4
S008692,U03492,R0007,2025-12-04T11:34:11.785385,lunch,Central,veg,True,351,3
S008693,U00414,R0082,2025-12-13T02:08:07.190129,late_night,East,none,True,1903,6
S008694,U01451,R0091,2025-12-04T02:09:48.774282,late_night,Central,none,True,405,5
S008695,U01131,R0020,2025-12-18T18:36:06.419752,late_night,East,none,True,244,3
S008696,U03499,R0086,2025-12-28T07:48:30.719536,breakfast,West,none,True,254,5
S008697,U02711,R0092,2025-12-23T00:25:34.044158,late_night,North,none,True,226,1
S008698,U03457,R0043,2025-12-24T23:35:11.929213,late_night,West,veg,False,0,1
S008699,U04886,R0080,2025-12-16T18:11:21.670996,late_night,Central,none,True,195,4
S008700,U01285,R0051,2025-12-27T10:41:10.260524,breakfast,South,none,False,0,4
S008701,U03076,R0018,2025-12-24T13:45:49.416909,lunch,East,none,True,244,2
S008702,U02477,R0025,2025-12-22T15:30:56.989714,late_night,North,veg,True,816,5
S008703,U02278,R0092,2026-01-05T22:18:56.964886,dinner,North,veg,True,265,2
S008704,U00797,R0055,2025-12-30T10:04:56.110557,breakfast,North,none,True,953,5
S008705,U04450,R0087,2025-12-07T10:14:04.343189,breakfast,West,none,True,524,3
S008706,U00533,R0040,2026-01-04T16:02:16.223291,late_night,West,none,True,851,7
S008707,U04284,R0004,2025-12-13T15:52:24.524312,late_night,North,none,True,636,4
S008708,U04401,R0079,2025-12-26T20:16:11.508347,dinner,East,none,True,380,4
S008709,U03189,R0047,2026-01-01T00:10:40.080032,late_night,Central,none,False,0,3
S008710,U04575,R0061,2025-12-08T10:48:14.294358,breakfast,West,none,False,0,2
S008711,U00847,R0039,2026-01-03T19:39:43.630229,dinner,Central,veg,False,0,2
S008712,U03338,R0083,2025-12-16T13:21:03.798419,lunch,South,veg,True,553,6
S008713,U01246,R0008,2025-12-14T11:12:00.191970,lunch,West,none,True,314,1
S008714,U00631,R0075,2025-12-31T22:43:00.015459,dinner,South,none,True,344,3
S008715,U01822,R0064,2025-12-18T17:01:00.539678,late_night,North,none,True,582,5
S008716,U04410,R0069,2025-12-17T22:39:00.720628,dinner,Central,veg,False,0,2
S008717,U02969,R0067,2026-01-02T00:02:20.841874,late_night,South,none,True,598,4
S008718,U02255,R0012,2025-12-27T09:49:44.533538,breakfast,South,veg,True,375,1
S008719,U01397,R0029,2025-12-19T14:13:02.555956,lunch,East,none,True,668,3
S008720,U04164,R0061,2025-12-04T15:07:28.896569,late_night,West,none,True,504,1
S008721,U03512,R0063,2025-12-13T03:32:35.721996,late_night,Central,veg,True,633,2
S008722,U00097,R0086,2025-12-23T04:11:16.139200,late_night,West,veg,False,0,2
S008723,U02054,R0050,2025-12-28T23:35:13.604462,late_night,South,none,True,1407,6
S008724,U02526,R0061,2025-12-06T03:09:32.805848,late_night,West,none,False,0,4
S008725,U00582,R0065,2025-12-19T23:08:49.667439,late_night,East,none,True,275,2
S008726,U04627,R0049,2025-12-23T09:51:15.256926,breakfast,North,none,True,273,2
S008727,U00522,R0030,2025-12-31T08:54:43.641353,breakfast,East,veg,True,514,5
S008728,U04938,R0007,2025-12-12T08:46:13.064317,breakfast,Central,none,True,217,2
S008729,U02081,R0005,2026-01-05T06:48:43.267166,late_night,North,none,True,1434,7
S008730,U04423,R0007,2025-12-04T15:03:20.572122,late_night,Central,none,True,383,2
S008731,U04158,R0040,2025-12-03T13:10:51.093461,lunch,West,veg,True,287,3
S008732,U01152,R0090,2026-01-02T17:24:52.812321,late_night,West,none,False,0,2
S008733,U04266,R0049,2026-01-04T09:11:54.501830,breakfast,North,veg,True,1432,8
S008734,U02601,R0032,2025-12-03T14:49:51.216301,lunch,Central,none,False,0,1
S008735,U03946,R0017,2025-12-14T03:16:21.017953,late_night,North,veg,True,601,3
S008736,U02308,R0015,2025-12-21T06:25:48.980243,late_night,West,none,True,967,4
S008737,U03825,R0005,2025-12-28T22:54:33.584743,dinner,North,non-veg,True,1072,8
S008738,U04807,R0041,2025-12-21T12:55:52.126882,lunch,Central,none,True,297,3
S008739,U00687,R0077,2025-12-12T13:52:20.247089,lunch,West,none,True,543,3
S008740,U00682,R0094,2025-12-18T11:07:05.659020,lunch,Central,none,True,727,2
S008741,U01497,R0094,2025-12-23T09:35:36.894629,breakfast,Central,veg,True,251,3
S008742,U00524,R0020,2025-12-06T09:16:13.704859,breakfast,East,veg,True,206,2
S008743,U02749,R0088,2026-01-01T02:51:13.581009,late_night,East,none,True,235,2
S008744,U04775,R0043,2025-12-04T03:18:39.196671,late_night,West,none,True,180,2
S008745,U01878,R0043,2025-12-19T16:27:37.566485,late_night,West,none,False,0,2
S008746,U01757,R0093,2025-12-28T14:07:10.190651,lunch,North,none,False,0,2
S008747,U01104,R0093,2026-01-03T08:02:42.412597,breakfast,North,none,True,596,3
S008748,U02361,R0019,2025-12-14T10:22:41.563081,breakfast,East,veg,True,443,5
S008749,U01349,R0058,2025-12-22T18:34:07.721963,late_night,Central,none,True,172,2
S008750,U03396,R0078,2025-12-25T11:07:56.793355,lunch,North,veg,True,587,4
S008751,U01457,R0012,2025-12-11T13:07:43.909028,lunch,South,veg,True,1407,5
S008752,U03488,R0071,2025-12-11T02:10:24.796653,late_night,South,none,True,1554,6
S008753,U02675,R0051,2026-01-03T15:27:00.180641,late_night,South,none,True,976,3
S008754,U03379,R0006,2025-12-15T18:39:42.909311,late_night,West,none,True,824,7
S008755,U00029,R0091,2026-01-04T05:05:31.194531,late_night,Central,none,True,1026,6
S008756,U01248,R0077,2025-12-29T00:04:07.848314,late_night,West,none,True,207,1
S008757,U04490,R0047,2025-12-11T19:49:45.164474,dinner,Central,veg,True,797,3
S008758,U02489,R0006,2025-12-04T03:05:03.138200,late_night,West,none,True,182,1
S008759,U00573,R0016,2025-12-26T05:16:55.391458,late_night,East,none,True,591,5
S008760,U00975,R0082,2025-12-19T13:08:02.442510,lunch,East,none,True,2655,8
S008761,U01079,R0004,2026-01-01T01:55:17.312312,late_night,North,none,True,490,4
S008762,U00737,R0046,2025-12-18T01:52:17.382453,late_night,North,none,False,0,7
S008763,U00277,R0020,2025-12-13T23:44:16.080106,late_night,East,none,True,275,3
S008764,U03079,R0012,2025-12-24T22:05:36.533422,dinner,South,none,True,334,2
S008765,U02747,R0049,2025-12-09T23:54:44.301398,late_night,North,none,False,0,2
S008766,U02084,R0035,2025-12-19T09:20:14.751839,breakfast,East,none,True,747,4
S008767,U03799,R0089,2025-12-30T14:26:55.327144,lunch,Central,none,False,0,2
S008768,U03654,R0073,2026-01-05T01:16:22.041309,late_night,West,none,True,167,1
S008769,U00747,R0083,2025-12-23T13:08:05.181225,lunch,South,none,True,1085,7
S008770,U02237,R0009,2025-12-23T05:18:45.630616,late_night,South,none,True,292,1
S008771,U00425,R0040,2025-12-11T22:11:45.527310,dinner,West,veg,True,296,3
S008772,U02932,R0018,2025-12-02T21:00:19.671002,dinner,East,none,True,670,5
S008773,U04272,R0067,2025-12-07T03:48:36.682912,late_night,South,none,True,532,4
S008774,U03865,R0053,2025-12-14T19:43:45.481883,dinner,South,non-veg,True,295,1
S008775,U02378,R0099,2026-01-03T15:21:50.290220,late_night,West,none,True,842,6
S008776,U03538,R0064,2025-12-13T15:24:20.910629,late_night,North,none,True,267,2
S008777,U04186,R0003,2025-12-23T01:57:51.663397,late_night,East,none,False,0,2
S008778,U00208,R0030,2025-12-04T14:48:35.281461,lunch,East,none,True,961,4
S008779,U02625,R0020,2025-12-12T01:51:28.377416,late_night,East,veg,True,114,1
S008780,U03119,R0004,2025-12-07T06:18:21.866477,late_night,North,veg,False,0,4
S008781,U02748,R0082,2025-12-03T03:34:29.505159,late_night,East,veg,True,956,2
S008782,U00896,R0093,2026-01-05T18:07:20.109162,late_night,North,veg,True,480,2
S008783,U04112,R0048,2025-12-26T01:53:23.623038,late_night,South,veg,True,1311,8
S008784,U02403,R0083,2025-12-21T20:47:58.375084,dinner,South,non-veg,True,548,3
S008785,U03150,R0054,2025-12-12T13:05:25.830430,lunch,South,veg,True,219,2
S008786,U00769,R0026,2025-12-10T21:38:36.981185,dinner,East,veg,True,292,2
S008787,U03984,R0019,2025-12-17T19:11:26.360577,dinner,East,none,True,338,3
S008788,U04582,R0011,2025-12-25T09:24:33.556972,breakfast,East,none,True,1542,5
S008789,U00865,R0038,2025-12-05T05:36:24.702718,late_night,East,veg,True,709,4
S008790,U01372,R0021,2025-12-05T12:25:21.613766,lunch,West,none,True,641,4
S008791,U00637,R0039,2025-12-10T15:26:38.491353,late_night,Central,none,True,198,5
S008792,U02148,R0072,2026-01-02T00:11:59.313788,late_night,East,none,True,1187,5
S008793,U04369,R0046,2025-12-07T12:26:26.012543,lunch,North,non-veg,True,508,4
S008794,U01876,R0054,2025-12-12T03:08:23.247568,late_night,South,none,True,118,1
S008795,U03468,R0065,2026-01-04T07:28:52.069177,breakfast,East,none,True,246,2
S008796,U00272,R0020,2025-12-19T04:55:38.898381,late_night,East,none,False,0,3
S008797,U04984,R0041,2026-01-01T00:19:03.748445,late_night,Central,none,True,367,3
S008798,U03012,R0035,2025-12-21T20:18:54.179793,dinner,East,none,True,161,2
S008799,U04462,R0054,2025-12-27T10:04:19.899779,breakfast,South,none,True,583,8
S008800,U04618,R0093,2025-12-20T09:02:55.473735,breakfast,North,none,True,896,3
S008801,U03664,R0054,2025-12-28T01:23:19.841733,late_night,South,none,True,598,6
S008802,U01510,R0053,2025-12-09T16:24:27.605695,late_night,South,none,True,639,5
S008803,U02840,R0094,2025-12-09T01:15:20.304145,late_night,Central,none,False,0,1
S008804,U04007,R0005,2025-12-01T16:36:18.946167,late_night,North,none,True,503,6
S008805,U00466,R0033,2025-12-08T12:44:20.158996,lunch,North,veg,True,342,2
S008806,U03363,R0009,2025-12-27T00:32:12.242000,late_night,South,none,True,660,4
S008807,U04291,R0057,2025-12-19T23:52:28.255475,late_night,South,veg,False,0,2
S008808,U02325,R0035,2025-12-17T13:15:56.297223,lunch,East,none,True,310,4
S008809,U01197,R0080,2025-12-03T14:57:35.506094,lunch,Central,none,False,0,2
S008810,U00267,R0091,2025-12-09T17:58:19.413994,late_night,Central,none,True,467,5
S008811,U04434,R0010,2025-12-18T20:06:40.066892,dinner,West,veg,True,549,4
S008812,U00764,R0057,2025-12-02T05:29:36.207718,late_night,South,none,True,135,2
S008813,U00356,R0099,2025-12-14T20:38:50.655951,dinner,West,none,True,854,4
S008814,U03367,R0020,2025-12-23T15:26:37.803737,late_night,East,veg,False,0,4
S008815,U02017,R0073,2025-12-28T13:12:21.481979,lunch,West,none,True,150,1
S008816,U02675,R0083,2025-12-23T16:58:02.088747,late_night,South,none,False,0,3
S008817,U03553,R0012,2025-12-23T09:48:23.154841,breakfast,South,none,True,375,1
S008818,U01596,R0044,2025-12-10T19:09:38.320153,dinner,Central,none,True,837,2
S008819,U00763,R0042,2025-12-05T22:24:06.378834,dinner,North,veg,True,253,3
S008820,U00838,R0002,2026-01-04T22:06:19.799697,dinner,East,none,True,343,3
S008821,U00060,R0027,2025-12-24T11:19:56.420830,lunch,South,none,True,482,4
S008822,U04061,R0042,2025-12-20T09:18:55.322318,breakfast,North,none,True,327,5
S008823,U04685,R0088,2025-12-07T18:39:55.314192,late_night,East,none,True,289,2
S008824,U01216,R0016,2025-12-14T16:06:18.612076,late_night,East,veg,True,426,2
S008825,U01231,R0001,2025-12-21T20:49:33.676014,dinner,South,none,True,263,4
S008826,U03436,R0085,2025-12-02T04:32:59.378473,late_night,Central,none,True,2149,6
S008827,U04200,R0100,2025-12-19T08:30:43.790772,breakfast,Central,none,True,1086,3
S008828,U03165,R0010,2025-12-26T06:38:47.762576,late_night,West,none,True,889,6
S008829,U00403,R0060,2025-12-17T11:41:02.970503,lunch,West,none,True,433,4
S008830,U03824,R0088,2025-12-26T01:53:10.369804,late_night,East,none,True,205,1
S008831,U02687,R0058,2026-01-02T15:44:00.709258,late_night,Central,none,False,0,5
S008832,U00764,R0052,2025-12-25T07:33:29.560723,breakfast,Central,none,False,0,2
S008833,U02967,R0043,2025-12-08T04:20:25.735275,late_night,West,none,False,0,3
S008834,U03160,R0009,2025-12-01T19:59:30.288085,dinner,South,none,True,564,3
S008835,U01544,R0074,2025-12-17T06:08:27.988508,late_night,Central,none,True,215,3
S008836,U02327,R0096,2026-01-03T19:30:47.340314,dinner,South,none,False,0,2
S008837,U03409,R0034,2025-12-26T13:22:14.388836,lunch,West,none,True,320,3
S008838,U03347,R0091,2025-12-24T15:24:16.464319,late_night,Central,none,False,0,3
S008839,U00516,R0030,2025-12-30T02:52:18.483427,late_night,East,none,True,567,2
S008840,U02763,R0058,2025-12-30T17:42:09.762719,late_night,Central,none,True,82,1
S008841,U04180,R0046,2025-12-13T05:17:12.902554,late_night,North,none,True,259,1
S008842,U00057,R0085,2026-01-04T01:10:40.918462,late_night,Central,none,True,531,2
S008843,U02755,R0016,2025-12-05T02:33:29.487040,late_night,East,none,True,524,3
S008844,U04935,R0093,2025-12-15T07:38:39.517622,breakfast,North,none,True,1243,6
S008845,U04512,R0004,2025-12-21T09:45:36.700314,breakfast,North,none,True,365,2
S008846,U04805,R0041,2026-01-01T08:02:06.385236,breakfast,Central,none,True,63,1
S008847,U04887,R0080,2025-12-13T07:43:17.761959,breakfast,Central,none,False,0,4
S008848,U00501,R0045,2025-12-12T00:36:57.521274,late_night,Central,none,True,242,4
S008849,U03082,R0001,2025-12-21T05:31:00.884996,late_night,South,non-veg,True,198,3
S008850,U01763,R0017,2025-12-20T15:51:10.498891,late_night,North,none,False,0,1
S008851,U03193,R0057,2026-01-02T23:55:40.320319,late_night,South,none,True,54,1
S008852,U01098,R0094,2025-12-11T14:38:37.051528,lunch,Central,none,False,0,3
S008853,U02787,R0096,2026-01-05T04:35:07.120623,late_night,South,veg,True,326,4
S008854,U00797,R0008,2026-01-04T03:48:18.891290,late_night,West,none,True,942,7
S008855,U01908,R0016,2025-12-10T20:42:09.202087,dinner,East,veg,False,0,3
S008856,U02984,R0032,2025-12-04T21:57:00.351254,dinner,Central,none,True,353,1
S008857,U00207,R0089,2025-12-26T11:38:56.580803,lunch,Central,veg,True,924,5
S008858,U03835,R0031,2025-12-15T21:38:58.402717,dinner,East,non-veg,True,166,4
S008859,U01957,R0052,2025-12-15T04:51:11.528238,late_night,Central,none,False,0,2
S008860,U00007,R0096,2025-12-23T01:48:08.283935,late_night,South,none,True,245,3
S008861,U01329,R0055,2025-12-25T22:10:21.370664,dinner,North,none,True,550,3
S008862,U03362,R0094,2025-12-26T21:52:58.348127,dinner,Central,none,True,526,3
S008863,U03936,R0058,2025-12-17T08:54:14.859814,breakfast,Central,none,True,445,2
S008864,U03441,R0071,2025-12-21T19:43:13.127291,dinner,South,none,True,612,4
S008865,U04547,R0058,2025-12-23T17:27:36.797581,late_night,Central,none,True,414,3
S008866,U00044,R0062,2025-12-04T13:20:39.321546,lunch,Central,none,False,0,1
S008867,U02407,R0021,2025-12-12T05:11:28.494339,late_night,West,non-veg,True,428,2
S008868,U00464,R0067,2025-12-19T01:24:38.475347,late_night,South,none,True,497,3
S008869,U00438,R0092,2025-12-02T08:32:49.146650,breakfast,North,none,True,225,2
S008870,U00544,R0011,2026-01-04T17:14:23.006796,late_night,East,none,True,1553,5
S008871,U03849,R0086,2025-12-25T21:07:56.988843,dinner,West,veg,True,593,6
S008872,U01279,R0073,2026-01-04T05:09:36.889106,late_night,West,veg,True,959,6
S008873,U03555,R0077,2025-12-03T08:15:18.767335,breakfast,West,none,True,150,1
S008874,U01402,R0023,2025-12-13T13:55:38.341522,lunch,West,none,True,495,4
S008875,U02325,R0099,2025-12-18T15:11:01.078458,late_night,West,none,True,408,3
S008876,U04319,R0044,2025-12-03T11:21:20.394157,lunch,Central,veg,True,698,3
S008877,U02878,R0015,2025-12-29T10:58:59.709852,breakfast,West,none,False,0,2
S008878,U02796,R0067,2026-01-01T15:37:25.672969,late_night,South,non-veg,True,368,2
S008879,U03671,R0005,2025-12-14T04:23:31.354408,late_night,North,veg,False,0,2
S008880,U01661,R0034,2025-12-12T22:08:58.888694,dinner,West,veg,True,292,3
S008881,U01664,R0041,2025-12-09T13:23:12.844863,lunch,Central,none,True,520,4
S008882,U04698,R0019,2025-12-17T15:44:33.156588,late_night,East,none,True,231,2
S008883,U03597,R0036,2026-01-01T02:48:03.642917,late_night,Central,none,True,112,2
S008884,U00410,R0011,2025-12-23T01:01:19.912382,late_night,East,none,True,1396,4
S008885,U01911,R0095,2026-01-03T04:21:23.932896,late_night,West,veg,True,782,6
S008886,U02808,R0054,2025-12-23T15:25:23.297082,late_night,South,veg,True,417,4
S008887,U00335,R0074,2025-12-05T15:04:13.491669,late_night,Central,none,True,121,2
S008888,U04375,R0030,2025-12-07T19:34:51.853575,dinner,East,none,False,0,1
S008889,U01797,R0083,2025-12-06T23:59:50.694252,late_night,South,none,True,338,3
S008890,U02524,R0089,2025-12-17T14:40:46.757629,lunch,Central,none,True,650,5
S008891,U02301,R0032,2026-01-02T14:11:16.682938,lunch,Central,veg,True,190,3
S008892,U03996,R0058,2025-12-02T08:27:17.284727,breakfast,Central,none,True,116,2
S008893,U04020,R0080,2025-12-06T14:52:18.132542,lunch,Central,veg,True,96,2
S008894,U00483,R0055,2025-12-09T23:22:57.581926,late_night,North,none,True,550,4
S008895,U01705,R0052,2025-12-24T08:15:21.737911,breakfast,Central,none,True,252,3
S008896,U04576,R0044,2025-12-18T06:09:47.713605,late_night,Central,none,False,0,2
S008897,U01710,R0073,2025-12-20T12:29:51.007655,lunch,West,veg,True,171,1
S008898,U01508,R0082,2025-12-12T07:30:35.695998,breakfast,East,none,False,0,2
S008899,U03269,R0023,2025-12-06T21:11:41.837319,dinner,West,none,False,0,2
S008900,U03079,R0095,2025-12-29T05:47:34.386714,late_night,West,none,False,0,1
S008901,U01905,R0056,2026-01-05T00:51:03.720347,late_night,West,none,True,407,3
S008902,U00656,R0007,2025-12-15T03:31:31.562121,late_night,Central,none,True,486,6
S008903,U02981,R0038,2025-12-17T02:24:37.415667,late_night,East,none,True,1166,4
S008904,U02917,R0074,2025-12-15T10:03:38.639326,breakfast,Central,veg,True,26,1
S008905,U02204,R0013,2025-12-30T12:12:37.717720,lunch,Central,none,False,0,2
S008906,U03272,R0046,2025-12-28T20:31:14.784751,dinner,North,veg,False,0,1
S008907,U00404,R0056,2025-12-12T01:53:23.673875,late_night,West,none,True,479,4
S008908,U02432,R0028,2025-12-24T15:34:23.378946,late_night,East,none,True,401,3
S008909,U01864,R0017,2025-12-14T22:48:46.594223,dinner,North,veg,True,490,2
S008910,U02829,R0038,2025-12-25T20:03:31.477922,dinner,East,veg,True,1165,5
S008911,U00500,R0097,2025-12-28T21:25:16.983193,dinner,East,none,True,1113,8
S008912,U03311,R0075,2025-12-08T19:17:11.458929,dinner,South,non-veg,True,666,4
S008913,U03488,R0042,2025-12-18T21:10:21.476392,dinner,North,none,True,216,3
S008914,U00819,R0036,2025-12-14T18:01:12.804957,late_night,Central,none,False,0,3
S008915,U04189,R0020,2025-12-07T04:39:53.170411,late_night,East,none,False,0,4
S008916,U03156,R0075,2025-12-31T07:02:47.747316,breakfast,South,veg,True,684,5
S008917,U01446,R0073,2025-12-04T22:35:12.780530,dinner,West,none,True,634,4
