order_id,user_id,restaurant_id,order_time,meal_period,items_ordered,order_value,was_completed
O018162,U00552,R0050,2025-12-02T23:59:59.206849,late_night,"[""I00987"", ""I00990""]",235,True
O018163,U02410,R0013,2025-12-03T21:24:55.873969,dinner,"[""I00291"", ""I00292"", ""I00281"", ""I00288"", ""I00287""]",234,True
O018164,U04767,R0053,2026-01-02T19:07:13.776594,dinner,"[""I01051""]",201,True
O018165,U01706,R0085,2025-12-12T13:55:20.459906,lunch,"[""I01655"", ""I01642"", ""I01656"", ""I01646"", ""I01654""]",1617,True
O018166,U02904,R0002,2025-12-10T11:42:05.783795,lunch,"[""I00020"", ""I00029""]",272,True
O018167,U00816,R0004,2025-12-24T23:09:02.706183,late_night,"[""I00066"", ""I00077""]",473,True
O018168,U04888,R0055,2026-01-02T02:47:28.864778,late_night,"[""I01082"", ""I01074""]",471,True
O018169,U04079,R0034,2025-12-25T18:54:52.166461,late_night,"[""I00715"", ""I00714""]",169,True
O018170,U02807,R0014,2025-12-25T13:31:49.024904,lunch,"[""I00312""]",73,True
O018171,U01888,R0055,2025-12-15T07:50:27.496286,breakfast,"[""I01075"", ""I01074""]",513,True
O018172,U01880,R0052,2025-12-20T03:09:48.919313,late_night,"[""I01021"", ""I01012"", ""I01022"", ""I01008""]",395,True
O018173,U02913,R0094,2025-12-21T11:47:39.227294,lunch,"[""I01860"", ""I01866"", ""I01865""]",437,True
O018174,U04960,R0002,2026-01-02T04:46:58.246675,late_night,"[""I00029"", ""I00027""]",268,True
O018175,U02746,R0094,2025-12-24T08:03:54.792509,breakfast,"[""I01871"", ""I01870""]",895,True
O018176,U00250,R0033,2025-12-02T03:01:29.287523,late_night,"[""I00699"", ""I00700""]",210,True
O018177,U00532,R0063,2025-12-07T16:05:26.711639,late_night,"[""I01237"", ""I01241""]",179,True
O018178,U01945,R0064,2025-12-05T00:19:21.034044,late_night,"[""I01259""]",58,True
O018179,U01167,R0026,2025-12-29T00:28:36.257643,late_night,"[""I00535"", ""I00534"", ""I00522""]",344,True
O018180,U01944,R0039,2026-01-03T23:54:35.485570,late_night,"[""I00790"", ""I00793""]",153,True
O018181,U01101,R0054,2025-12-27T20:12:33.357865,dinner,"[""I01069"", ""I01073"", ""I01068""]",252,True
O018182,U03989,R0099,2025-12-07T16:51:56.308058,late_night,"[""I01974"", ""I02003""]",571,True
O018183,U03819,R0005,2025-12-21T14:16:50.060134,lunch,"[""I00114"", ""I00101"", ""I00095""]",556,True
O018184,U01628,R0087,2025-12-30T11:55:19.524176,lunch,"[""I01687"", ""I01678""]",333,True
O018185,U01414,R0038,2025-12-06T13:33:26.504520,lunch,"[""I00783"", ""I00780"", ""I00776""]",511,True
O018186,U04465,R0010,2025-12-28T14:18:51.306761,lunch,"[""I00243""]",119,True
O018187,U01147,R0076,2025-12-30T22:05:40.265099,dinner,"[""I01467"", ""I01463"", ""I01461""]",682,True
O018188,U00657,R0057,2025-12-30T10:44:25.766595,breakfast,"[""I01105"", ""I01111"", ""I01109"", ""I01103""]",270,True
O018189,U00518,R0068,2025-12-11T08:19:34.044287,breakfast,"[""I01318"", ""I01316"", ""I01315"", ""I01317"", ""I01314""]",532,True
O018190,U04672,R0025,2025-12-02T20:58:20.652215,dinner,"[""I00512"", ""I00502"", ""I00511"", ""I00509"", ""I00506"", ""I00499""]",1733,False
O018191,U02895,R0034,2026-01-03T21:13:21.898539,dinner,"[""I00712""]",64,True
O018192,U03631,R0095,2025-12-11T05:05:08.293762,late_night,"[""I01895"", ""I01872""]",256,True
O018193,U02623,R0018,2025-12-05T13:16:44.183556,lunch,"[""I00391"", ""I00384"", ""I00381"", ""I00385"", ""I00390"", ""I00387"", ""I00374""]",1145,True
O018194,U00984,R0020,2026-01-03T10:41:49.649242,breakfast,"[""I00416"", ""I00418"", ""I00417""]",141,True
O018195,U01321,R0060,2025-12-10T03:16:30.285838,late_night,"[""I01161"", ""I01162"", ""I01155""]",359,False
O018196,U02599,R0100,2025-12-28T21:15:41.669365,dinner,"[""I02027"", ""I02005"", ""I02024"", ""I02035""]",902,True
O018197,U03467,R0032,2025-12-05T11:11:06.759411,lunch,"[""I00691"", ""I00682"", ""I00685"", ""I00680"", ""I00679"", ""I00693"", ""I00686""]",1101,True
O018198,U04080,R0028,2025-12-22T06:14:43.864952,late_night,"[""I00600"", ""I00596"", ""I00585"", ""I00590"", ""I00597"", ""I00601""]",938,False
O018199,U00577,R0006,2025-12-06T03:23:48.460516,late_night,"[""I00146"", ""I00117""]",327,True
O018200,U02506,R0063,2025-12-02T16:49:10.562247,late_night,"[""I01242"", ""I01230"", ""I01240""]",368,True
O018201,U01687,R0048,2025-12-11T15:45:57.025434,late_night,"[""I00959""]",101,True
O018202,U00862,R0001,2025-12-15T02:14:15.311008,late_night,"[""I00006"", ""I00001"", ""I00004"", ""I00007""]",564,True
O018203,U04384,R0092,2026-01-03T23:11:21.011018,late_night,"[""I01819"", ""I01826"", ""I01834""]",323,True
O018204,U03300,R0021,2025-12-28T12:36:03.005010,lunch,"[""I00429"", ""I00425""]",386,True
O018205,U01973,R0016,2025-12-24T21:11:33.092733,dinner,"[""I00346""]",186,True
O018206,U03539,R0094,2025-12-16T07:00:50.813194,breakfast,"[""I01866"", ""I01871"", ""I01868"", ""I01863"", ""I01869""]",852,True
O018207,U02739,R0079,2025-12-10T09:42:56.673894,breakfast,"[""I01535""]",153,False
O018208,U02126,R0087,2025-12-12T02:54:55.452218,late_night,"[""I01688"", ""I01691""]",149,True
O018209,U00216,R0004,2026-01-01T03:57:13.026952,late_night,"[""I00065"", ""I00077""]",384,True
O018210,U01925,R0069,2026-01-04T17:53:04.579902,late_night,"[""I01327""]",33,True
O018211,U00783,R0092,2025-12-31T07:46:09.313350,breakfast,"[""I01831""]",22,True
O018212,U00154,R0032,2025-12-13T22:31:44.435689,dinner,"[""I00687"", ""I00682""]",370,True
O018213,U03421,R0039,2025-12-14T14:09:27.207176,lunch,"[""I00787"", ""I00795"", ""I00796""]",161,True
O018214,U04483,R0048,2026-01-05T14:34:55.604072,lunch,"[""I00957"", ""I00962""]",241,True
O018215,U00760,R0006,2025-12-27T23:52:40.824589,late_night,"[""I00127"", ""I00122"", ""I00149""]",501,True
O018216,U00365,R0038,2025-12-05T00:49:52.718867,late_night,"[""I00771"", ""I00783"", ""I00784"", ""I00780"", ""I00777"", ""I00773""]",1727,True
O018217,U00555,R0081,2025-12-12T13:31:50.444904,lunch,"[""I01564"", ""I01567""]",209,False
O018218,U01254,R0039,2025-12-08T13:12:56.134689,lunch,"[""I00793"", ""I00795"", ""I00786""]",136,True
O018219,U00621,R0056,2025-12-19T07:49:34.671913,breakfast,"[""I01094"", ""I01100""]",202,True
O018220,U00195,R0070,2025-12-08T05:30:19.879504,late_night,"[""I01332"", ""I01360""]",575,True
O018221,U00715,R0080,2025-12-07T18:09:06.369112,late_night,"[""I01551"", ""I01557""]",146,True
O018222,U00374,R0036,2026-01-03T05:39:59.571117,late_night,"[""I00745""]",54,True
O018223,U04242,R0033,2025-12-21T10:03:31.254587,breakfast,"[""I00706""]",180,True
O018224,U03463,R0009,2026-01-04T00:20:06.287906,late_night,"[""I00228"", ""I00231"", ""I00214""]",586,True
O018225,U03479,R0099,2025-12-24T20:40:04.826825,dinner,"[""I01999"", ""I01989"", ""I01984"", ""I01994""]",410,True
O018226,U04507,R0084,2025-12-19T23:25:02.825744,late_night,"[""I01604"", ""I01621"", ""I01607"", ""I01608"", ""I01637"", ""I01612""]",1121,True
O018227,U04366,R0054,2025-12-21T17:29:58.127856,late_night,"[""I01059"", ""I01067""]",159,True
O018228,U01570,R0008,2025-12-05T04:01:23.815824,late_night,"[""I00201"", ""I00199""]",596,True
O018229,U00527,R0026,2026-01-03T22:37:25.224682,dinner,"[""I00547""]",211,True
O018230,U04653,R0063,2025-12-25T09:15:46.082724,breakfast,"[""I01234"", ""I01244"", ""I01229"", ""I01238"", ""I01230"", ""I01232""]",1212,True
O018231,U04702,R0083,2025-12-20T18:54:02.749282,late_night,"[""I01598"", ""I01587""]",208,True
O018232,U00089,R0031,2025-12-19T06:58:27.943669,late_night,"[""I00661"", ""I00672"", ""I00671"", ""I00656""]",331,True
O018233,U01052,R0003,2025-12-05T00:50:35.004962,late_night,"[""I00058"", ""I00059"", ""I00063""]",419,True
O018234,U02295,R0048,2026-01-04T15:06:38.722521,late_night,"[""I00960"", ""I00949"", ""I00953""]",631,True
O018235,U02551,R0086,2025-12-02T16:57:22.480055,late_night,"[""I01660""]",98,True
O018236,U04060,R0033,2025-12-05T01:54:36.602160,late_night,"[""I00696"", ""I00705"", ""I00695""]",314,True
O018237,U01746,R0029,2025-12-13T22:02:14.608943,dinner,"[""I00622"", ""I00633"", ""I00626"", ""I00606"", ""I00614"", ""I00623"", ""I00608""]",970,True
O018238,U02514,R0056,2025-12-13T17:54:11.564403,late_night,"[""I01098"", ""I01090"", ""I01086"", ""I01095""]",422,True
O018239,U01063,R0013,2025-12-27T22:52:02.825472,dinner,"[""I00290""]",148,True
O018240,U00356,R0076,2025-12-13T16:28:02.645272,late_night,"[""I01461"", ""I01463""]",626,True
O018241,U02960,R0014,2025-12-19T00:07:36.057164,late_night,"[""I00307""]",125,False
O018242,U00369,R0012,2025-12-27T13:56:28.989585,lunch,"[""I00264"", ""I00269"", ""I00273"", ""I00263"", ""I00268"", ""I00274""]",1667,True
O018243,U02411,R0051,2025-12-20T11:07:13.711056,lunch,"[""I00996""]",413,True
O018244,U00016,R0031,2025-12-11T23:37:10.560904,late_night,"[""I00657"", ""I00662"", ""I00664""]",89,True
O018245,U00099,R0072,2025-12-22T08:05:57.040692,breakfast,"[""I01397"", ""I01391""]",319,True
O018246,U02395,R0016,2026-01-02T08:00:56.738859,breakfast,"[""I00347"", ""I00349"", ""I00350""]",360,True
O018247,U01633,R0002,2025-12-05T08:10:06.999859,breakfast,"[""I00022"", ""I00020"", ""I00017""]",230,True
O018248,U01921,R0044,2025-12-08T19:44:18.618063,dinner,"[""I00884"", ""I00881""]",559,True
O018249,U03002,R0034,2025-12-04T01:30:47.695526,late_night,"[""I00718"", ""I00716"", ""I00712""]",358,True
O018250,U03730,R0090,2026-01-01T06:55:18.903565,late_night,"[""I01762"", ""I01771"", ""I01787"", ""I01770"", ""I01792""]",894,True
O018251,U02486,R0018,2025-12-15T14:56:30.271352,lunch,"[""I00382"", ""I00378"", ""I00385"", ""I00384"", ""I00383""]",521,True
O018252,U00388,R0093,2025-12-20T02:59:51.106117,late_night,"[""I01843""]",229,True
O018253,U03870,R0013,2025-12-15T21:31:12.438332,dinner,"[""I00288"", ""I00284"", ""I00275"", ""I00290""]",433,True
O018254,U01048,R0049,2025-12-27T19:56:23.833269,dinner,"[""I00973""]",112,True
O018255,U04889,R0046,2025-12-08T22:41:51.061449,dinner,"[""I00905"", ""I00900"", ""I00899"", ""I00910"", ""I00904""]",657,True
O018256,U03468,R0097,2025-12-04T18:36:18.875223,late_night,"[""I01946"", ""I01937"", ""I01934"", ""I01942"", ""I01940"", ""I01951""]",313,True
O018257,U03804,R0016,2025-12-22T08:34:59.775359,breakfast,"[""I00352"", ""I00349""]",152,True
O018258,U00698,R0049,2025-12-03T08:59:28.358380,breakfast,"[""I00975"", ""I00976"", ""I00970""]",401,True
O018259,U03095,R0091,2025-12-08T06:27:18.765139,late_night,"[""I01808"", ""I01805"", ""I01795"", ""I01804"", ""I01797"", ""I01800"", ""I01794""]",828,True
O018260,U00629,R0091,2025-12-18T16:27:44.463104,late_night,"[""I01807"", ""I01794"", ""I01798""]",363,True
O018261,U04283,R0092,2025-12-16T21:24:40.634871,dinner,"[""I01832""]",85,True
O018262,U04582,R0079,2025-12-04T08:54:15.633940,breakfast,"[""I01535""]",153,True
O018263,U04541,R0064,2026-01-02T05:11:41.092454,late_night,"[""I01262"", ""I01253"", ""I01247"", ""I01248"", ""I01249"", ""I01254""]",839,True
O018264,U04537,R0092,2025-12-16T07:24:47.178157,breakfast,"[""I01837"", ""I01810"", ""I01821""]",557,True
O018265,U04024,R0055,2025-12-04T01:59:11.659689,late_night,"[""I01084"", ""I01079"", ""I01081"", ""I01076"", ""I01078"", ""I01075""]",1166,True
O018266,U03901,R0096,2025-12-15T15:04:47.636977,late_night,"[""I01911"", ""I01915"", ""I01917"", ""I01922"", ""I01914"", ""I01910""]",441,True
O018267,U03588,R0048,2025-12-13T07:50:09.831880,breakfast,"[""I00962"", ""I00949"", ""I00954"", ""I00950"", ""I00953""]",1175,True
O018268,U00521,R0015,2025-12-29T09:56:17.466193,breakfast,"[""I00317""]",192,True
O018269,U04097,R0081,2025-12-13T21:44:40.276840,dinner,"[""I01569"", ""I01565""]",180,True
O018270,U03807,R0002,2025-12-12T07:55:17.565750,breakfast,"[""I00027"", ""I00028""]",130,True
O018271,U01056,R0025,2025-12-31T06:07:26.585409,late_night,"[""I00511"", ""I00497"", ""I00507"", ""I00517"", ""I00509""]",1846,True
O018272,U04969,R0076,2025-12-25T00:54:20.498500,late_night,"[""I01467"", ""I01461""]",437,False
O018273,U00689,R0069,2025-12-04T02:03:07.443954,late_night,"[""I01321"", ""I01326""]",210,True
O018274,U04701,R0036,2026-01-01T05:43:40.377521,late_night,"[""I00739"", ""I00744"", ""I00747""]",129,True
O018275,U03740,R0083,2025-12-29T15:59:06.053164,late_night,"[""I01595"", ""I01588"", ""I01586""]",249,True
O018276,U01317,R0006,2025-12-24T09:09:52.068376,breakfast,"[""I00120"", ""I00139"", ""I00148""]",391,True
O018277,U02276,R0094,2025-12-10T10:31:15.450312,breakfast,"[""I01865"", ""I01866"", ""I01867""]",222,True
O018278,U03904,R0030,2025-12-05T22:33:42.680771,dinner,"[""I00652"", ""I00635"", ""I00646""]",426,True
O018279,U00319,R0033,2025-12-13T15:55:57.174428,late_night,"[""I00700""]",90,True
O018280,U02960,R0015,2025-12-03T16:20:16.408527,late_night,"[""I00321"", ""I00336"", ""I00320"", ""I00326""]",637,True
O018281,U04809,R0039,2026-01-04T04:06:27.096495,late_night,"[""I00792"", ""I00788"", ""I00795"", ""I00791"", ""I00797""]",217,True
O018282,U02614,R0054,2025-12-27T12:28:57.643441,lunch,"[""I01064"", ""I01073"", ""I01058""]",357,True
O018283,U04107,R0062,2025-12-14T21:05:32.852998,dinner,"[""I01212""]",204,True
O018284,U04177,R0015,2026-01-02T03:44:14.323264,late_night,"[""I00335"", ""I00339"", ""I00325""]",174,True
O018285,U03738,R0088,2025-12-25T02:01:49.407022,late_night,"[""I01717"", ""I01705"", ""I01724""]",479,False
O018286,U01830,R0033,2025-12-21T01:36:06.907740,late_night,"[""I00705""]",104,False
O018287,U00930,R0069,2025-12-18T07:41:11.936148,breakfast,"[""I01330""]",111,True
O018288,U04551,R0088,2025-12-08T23:58:08.040504,late_night,"[""I01710"", ""I01709"", ""I01716""]",491,True
O018289,U00251,R0054,2025-12-08T10:01:48.872498,breakfast,"[""I01063"", ""I01065"", ""I01059""]",241,True
O018290,U04742,R0091,2025-12-27T03:37:20.488943,late_night,"[""I01802"", ""I01799""]",182,True
O018291,U03300,R0075,2025-12-12T23:12:38.991444,late_night,"[""I01452"", ""I01449"", ""I01454"", ""I01444"", ""I01442""]",678,True
O018292,U02554,R0094,2025-12-28T22:14:47.906377,dinner,"[""I01870"", ""I01860"", ""I01857""]",1165,True
O018293,U00329,R0022,2026-01-04T04:07:52.707884,late_night,"[""I00453""]",154,True
O018294,U00877,R0038,2025-12-18T04:57:25.703361,late_night,"[""I00782"", ""I00770"", ""I00774"", ""I00783""]",1109,False
O018295,U03969,R0041,2025-12-23T04:45:44.155901,late_night,"[""I00821"", ""I00830"", ""I00829""]",309,True
O018296,U04178,R0057,2025-12-30T08:59:42.244028,breakfast,"[""I01114"", ""I01111""]",72,True
O018297,U01579,R0081,2025-12-16T05:56:34.941813,late_night,"[""I01565"", ""I01562"", ""I01571"", ""I01570""]",341,True
O018298,U00869,R0099,2025-12-26T16:44:26.029630,late_night,"[""I02002"", ""I01975"", ""I02004""]",801,True
O018299,U04419,R0098,2025-12-06T09:05:43.401965,breakfast,"[""I01966"", ""I01968""]",117,True
O018300,U02665,R0048,2025-12-16T19:35:59.506314,dinner,"[""I00961"", ""I00953"", ""I00958""]",466,True
O018301,U03206,R0022,2025-12-10T02:45:07.796500,late_night,"[""I00454"", ""I00440"", ""I00445""]",621,True
O018302,U00271,R0080,2025-12-02T00:03:39.872093,late_night,"[""I01544""]",127,True
O018303,U02285,R0042,2025-12-23T21:04:53.526515,dinner,"[""I00849"", ""I00840"", ""I00835""]",314,True
O018304,U04923,R0033,2025-12-22T11:28:55.030206,lunch,"[""I00706"", ""I00707""]",477,True
O018305,U01930,R0068,2025-12-20T04:36:52.223164,late_night,"[""I01318""]",94,True
O018306,U01497,R0051,2025-12-12T11:34:11.233512,lunch,"[""I00993"", ""I01005""]",692,True
O018307,U00665,R0087,2025-12-03T20:43:33.670200,dinner,"[""I01701"", ""I01691"", ""I01688"", ""I01694""]",481,True
O018308,U04617,R0041,2026-01-03T06:34:47.084828,late_night,"[""I00822"", ""I00826"", ""I00833""]",361,True
O018309,U02062,R0002,2025-12-09T05:33:32.936593,late_night,"[""I00018""]",32,True
O018310,U03364,R0023,2025-12-06T17:35:37.542113,late_night,"[""I00472"", ""I00480""]",141,True
O018311,U04232,R0050,2025-12-18T16:41:06.892214,late_night,"[""I00986""]",142,False
O018312,U03445,R0044,2025-12-28T22:02:47.527087,dinner,"[""I00885"", ""I00875"", ""I00869""]",1189,True
O018313,U00070,R0018,2025-12-08T06:34:24.980898,late_night,"[""I00380"", ""I00379"", ""I00384""]",306,True
O018314,U00447,R0060,2025-12-29T21:21:06.389506,dinner,"[""I01161"", ""I01168""]",196,True
O018315,U00612,R0034,2025-12-13T13:00:05.007918,lunch,"[""I00718"", ""I00716""]",294,True
O018316,U01616,R0063,2025-12-28T17:14:51.771938,late_night,"[""I01230""]",174,True
O018317,U04579,R0050,2025-12-02T19:25:26.143914,dinner,"[""I00986"", ""I00989""]",292,True
O018318,U01523,R0016,2025-12-11T11:03:40.600622,lunch,"[""I00350"", ""I00351"", ""I00346"", ""I00347"", ""I00352"", ""I00345""]",715,True
O018319,U02838,R0046,2025-12-14T23:42:24.037727,late_night,"[""I00912""]",226,True
O018320,U02853,R0069,2025-12-17T20:57:12.139283,dinner,"[""I01322"", ""I01320"", ""I01328"", ""I01330""]",657,True
O018321,U02758,R0097,2026-01-03T16:06:56.941096,late_night,"[""I01943""]",50,True
O018322,U01795,R0067,2025-12-02T08:43:37.270244,breakfast,"[""I01295"", ""I01300"", ""I01306""]",737,True
O018323,U02619,R0035,2025-12-26T02:33:44.590209,late_night,"[""I00730"", ""I00726"", ""I00719"", ""I00722"", ""I00731"", ""I00720"", ""I00727""]",816,True
O018324,U02314,R0086,2025-12-01T14:40:21.385147,lunch,"[""I01666"", ""I01659"", ""I01663""]",300,True
O018325,U00296,R0090,2025-12-25T07:39:23.803506,breakfast,"[""I01778""]",43,True
O018326,U04229,R0091,2025-12-08T01:04:53.642598,late_night,"[""I01801"", ""I01805"", ""I01806""]",225,True
O018327,U04862,R0087,2025-12-23T20:16:23.133302,dinner,"[""I01692"", ""I01699"", ""I01702""]",422,True
O018328,U03385,R0051,2025-12-28T06:18:33.406755,late_night,"[""I01005"", ""I00998"", ""I01006""]",1429,True
O018329,U03834,R0090,2025-12-01T23:37:21.821153,late_night,"[""I01760""]",225,True
O018330,U04124,R0090,2026-01-04T09:01:26.688179,breakfast,"[""I01774"", ""I01791""]",369,True
O018331,U04408,R0076,2025-12-02T18:23:36.726237,late_night,"[""I01467"", ""I01466"", ""I01470"", ""I01462"", ""I01471""]",535,True
O018332,U01350,R0073,2025-12-26T01:06:15.753146,late_night,"[""I01409"", ""I01404"", ""I01415"", ""I01420""]",562,True
O018333,U01110,R0020,2026-01-03T09:10:01.319411,breakfast,"[""I00411"", ""I00404"", ""I00419"", ""I00415""]",389,True
O018334,U00257,R0094,2025-12-03T05:43:38.030420,late_night,"[""I01860"", ""I01859""]",570,True
O018335,U00318,R0071,2025-12-08T17:30:14.894678,late_night,"[""I01367"", ""I01379""]",340,True
O018336,U01146,R0097,2025-12-31T19:04:17.731561,dinner,"[""I01947"", ""I01937"", ""I01926"", ""I01939"", ""I01951""]",404,True
O018337,U00075,R0027,2025-12-13T16:18:20.371755,late_night,"[""I00570"", ""I00572"", ""I00582"", ""I00575"", ""I00583""]",655,True
O018338,U00178,R0099,2025-12-24T13:53:49.430316,lunch,"[""I01999"", ""I01990""]",263,True
O018339,U02543,R0055,2025-12-19T15:47:45.310992,late_night,"[""I01080""]",104,True
O018340,U00558,R0018,2025-12-05T11:54:02.037967,lunch,"[""I00374"", ""I00385"", ""I00376"", ""I00383"", ""I00375""]",490,True
O018341,U01424,R0038,2025-12-02T13:24:33.357726,lunch,"[""I00771"", ""I00777"", ""I00779"", ""I00782""]",911,False
O018342,U03298,R0014,2025-12-13T11:10:11.875947,lunch,"[""I00299"", ""I00311"", ""I00313""]",369,True
O018343,U03634,R0059,2025-12-23T18:49:40.432318,late_night,"[""I01153"", ""I01136"", ""I01140"", ""I01152"", ""I01151""]",1341,True
O018344,U04029,R0069,2025-12-19T11:30:10.888419,lunch,"[""I01328"", ""I01330""]",272,True
O018345,U00128,R0036,2025-12-02T18:50:50.501961,late_night,"[""I00750"", ""I00738""]",167,True
O018346,U00777,R0003,2025-12-24T16:46:27.350359,late_night,"[""I00057"", ""I00031"", ""I00062""]",539,True
O018347,U02545,R0064,2025-12-02T14:31:14.516364,lunch,"[""I01250"", ""I01258"", ""I01256""]",387,True
O018348,U03503,R0030,2025-12-22T10:47:10.257895,breakfast,"[""I00640"", ""I00654""]",506,True
O018349,U03961,R0010,2025-12-26T14:11:03.860854,lunch,"[""I00240""]",88,True
O018350,U04275,R0073,2026-01-05T14:24:04.662994,lunch,"[""I01419"", ""I01418"", ""I01411"", ""I01422""]",483,True
O018351,U02107,R0038,2026-01-05T03:55:34.032794,late_night,"[""I00776"", ""I00783"", ""I00774"", ""I00773"", ""I00772"", ""I00782"", ""I00777""]",1868,True
O018352,U01221,R0061,2025-12-31T18:19:46.977830,late_night,"[""I01186"", ""I01204"", ""I01205""]",940,True
O018353,U01033,R0054,2025-12-23T18:53:02.178929,late_night,"[""I01069""]",68,True
O018354,U02463,R0067,2025-12-18T04:03:38.430111,late_night,"[""I01301"", ""I01297""]",382,True
O018355,U00486,R0054,2025-12-23T14:45:13.392520,lunch,"[""I01070""]",60,True
O018356,U04612,R0065,2025-12-31T15:17:00.913191,late_night,"[""I01277"", ""I01278"", ""I01275""]",481,True
O018357,U03395,R0066,2025-12-13T13:08:37.926044,lunch,"[""I01290"", ""I01287""]",194,False
O018358,U00674,R0015,2025-12-12T11:29:11.775014,lunch,"[""I00343""]",236,False
O018359,U00129,R0016,2025-12-05T15:46:39.296046,late_night,"[""I00356"", ""I00346""]",426,True
O018360,U04114,R0060,2025-12-09T13:13:01.554115,lunch,"[""I01155""]",227,True
O018361,U03820,R0001,2025-12-19T22:12:13.877756,dinner,"[""I00013""]",82,True
O018362,U01892,R0032,2025-12-30T02:24:31.616186,late_night,"[""I00684"", ""I00680"", ""I00674""]",500,True
O018363,U01287,R0062,2025-12-05T05:47:37.942792,late_night,"[""I01221"", ""I01209""]",321,False
O018364,U03795,R0085,2025-12-29T14:57:29.944718,lunch,"[""I01646"", ""I01642"", ""I01654"", ""I01653"", ""I01652""]",848,True
O018365,U00386,R0054,2026-01-02T23:13:12.216030,late_night,"[""I01056"", ""I01061"", ""I01062""]",190,True
O018366,U02407,R0039,2026-01-03T13:08:49.572182,lunch,"[""I00787"", ""I00788""]",158,True
O018367,U00239,R0055,2026-01-03T06:42:48.805326,late_night,"[""I01083"", ""I01080"", ""I01076"", ""I01077"", ""I01082""]",754,True
O018368,U02002,R0021,2025-12-29T19:03:03.507038,dinner,"[""I00424"", ""I00428"", ""I00434""]",423,True
O018369,U02523,R0076,2025-12-12T23:35:41.968549,late_night,"[""I01461"", ""I01465"", ""I01470""]",478,True
O018370,U03467,R0097,2025-12-11T00:51:12.062044,late_night,"[""I01928"", ""I01944"", ""I01932"", ""I01945"", ""I01925""]",756,True
O018371,U04640,R0079,2025-12-08T13:53:09.319983,lunch,"[""I01537"", ""I01540"", ""I01542"", ""I01533"", ""I01530""]",800,True
O018372,U03956,R0090,2025-12-07T05:04:48.746311,late_night,"[""I01761"", ""I01790"", ""I01788""]",829,True
O018373,U02101,R0083,2025-12-20T22:15:19.207624,dinner,"[""I01595"", ""I01601""]",334,True
O018374,U00491,R0052,2026-01-03T10:20:18.364159,breakfast,"[""I01013"", ""I01023""]",374,True
O018375,U00468,R0043,2025-12-08T00:21:32.387324,late_night,"[""I00851"", ""I00856"", ""I00859""]",399,True
O018376,U01865,R0086,2025-12-27T01:03:32.487206,late_night,"[""I01662""]",54,True
O018377,U00829,R0067,2025-12-24T20:49:49.460938,dinner,"[""I01300""]",125,True
O018378,U03624,R0080,2025-12-09T12:45:47.793887,lunch,"[""I01552"", ""I01548"", ""I01556""]",167,True
O018379,U04873,R0095,2026-01-04T01:00:49.219717,late_night,"[""I01891"", ""I01882""]",222,True
O018380,U04098,R0068,2025-12-18T13:46:45.872163,lunch,"[""I01318"", ""I01312"", ""I01319""]",389,True
O018381,U04698,R0020,2025-12-03T05:32:44.333733,late_night,"[""I00406"", ""I00407"", ""I00405"", ""I00413""]",299,True
O018382,U02140,R0051,2025-12-30T23:22:50.655617,late_night,"[""I00996"", ""I01007""]",924,True
O018383,U04700,R0023,2025-12-21T20:36:29.135293,dinner,"[""I00477""]",127,True
O018384,U02324,R0050,2025-12-17T15:56:40.987543,late_night,"[""I00982"", ""I00986"", ""I00988"", ""I00983"", ""I00981"", ""I00984"", ""I00980""]",1488,True
O018385,U00183,R0037,2026-01-03T18:08:29.092016,late_night,"[""I00753"", ""I00754""]",293,True
O018386,U04321,R0016,2025-12-11T03:04:45.221218,late_night,"[""I00356"", ""I00352"", ""I00346"", ""I00347"", ""I00345""]",827,True
O018387,U00863,R0048,2025-12-05T02:47:06.292408,late_night,"[""I00957"", ""I00955"", ""I00949""]",542,True
O018388,U00485,R0008,2025-12-12T13:01:43.826728,lunch,"[""I00200"", ""I00183"", ""I00190""]",457,True
O018389,U04192,R0081,2025-12-16T07:44:57.435533,breakfast,"[""I01573""]",260,True
O018390,U02363,R0023,2025-12-29T05:53:51.894570,late_night,"[""I00479"", ""I00477"", ""I00478"", ""I00475""]",525,True
O018391,U01114,R0032,2025-12-12T17:19:38.014343,late_night,"[""I00685""]",46,True
O018392,U00686,R0033,2025-12-21T19:24:50.890060,dinner,"[""I00699"", ""I00707"", ""I00697"", ""I00696"", ""I00694"", ""I00698""]",833,True
O018393,U02927,R0089,2026-01-02T14:59:38.801848,lunch,"[""I01744"", ""I01732"", ""I01757"", ""I01740""]",651,True
O018394,U03105,R0088,2025-12-13T01:39:01.849419,late_night,"[""I01721"", ""I01707""]",239,True
O018395,U03045,R0036,2025-12-14T00:33:52.998387,late_night,"[""I00739""]",63,True
O018396,U04179,R0016,2025-12-30T09:51:47.556679,breakfast,"[""I00345"", ""I00350"", ""I00353"", ""I00355"", ""I00351"", ""I00352""]",901,True
O018397,U01361,R0060,2025-12-17T07:11:33.476332,breakfast,"[""I01169"", ""I01166"", ""I01165""]",242,True
O018398,U03009,R0085,2026-01-01T04:09:36.343907,late_night,"[""I01655"", ""I01648"", ""I01651""]",846,True
O018399,U00661,R0061,2025-12-24T16:12:37.387539,late_night,"[""I01174"", ""I01193"", ""I01191"", ""I01183"", ""I01198"", ""I01185"", ""I01179""]",988,True
O018400,U00466,R0003,2025-12-21T09:30:20.633464,breakfast,"[""I00050""]",75,True
